"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        1169,      -5.178806699,      -3.340361353,      -2.750063669,      0.3014135097,      -7.086227266
          0,           0,        1170,       -5.18251583,      -3.348048106,      -2.762614781,      0.2976935781,      -7.086214169
          0,           0,        1171,      -5.181916194,      -3.351633744,      -2.751015822,      0.2982517925,       -7.08619243
          0,           0,        1172,      -5.178605115,      -3.349267623,      -2.749771364,      0.3016106911,      -7.086165583
          0,           0,        1173,      -5.177744118,      -3.341266303,      -2.762308244,      0.3025402152,      -7.086144058
          0,           0,        1174,      -5.179071674,      -3.339849196,      -2.754039018,      0.3011619286,      -7.086122508
          0,           0,        1175,       -5.17987147,      -3.342331963,       -2.74865982,      0.3003840178,      -7.086097165
          0,           0,        1176,      -5.179055476,      -3.348972951,      -2.763076736,      0.3012211305,      -7.086074953
          0,           0,        1177,      -5.183770503,      -3.341782078,      -2.754304208,      0.2964637082,      -7.086052155
          0,           0,        1178,      -5.180838401,      -3.344754149,      -2.747662095,      0.2994166108,      -7.086027013
          0,           0,        1179,      -5.181131054,      -3.353160981,      -2.766332116,      0.2991116604,      -7.086009209
          0,           0,        1180,      -5.188232834,      -3.357319881,       -2.75152406,      0.2919446907,      -7.085981566
          0,           0,        1181,      -5.184631667,      -3.354480566,      -2.751258356,      0.2955974567,      -7.085960285
          0,           0,        1182,      -5.179857671,      -3.348704861,      -2.764244268,      0.3004046126,      -7.085941107
          0,           0,        1183,      -5.183752527,      -3.337981425,      -2.748358978,      0.2965309545,      -7.085916633
          0,           0,        1184,      -5.184927683,      -3.349318491,      -2.752658316,       0.295312481,       -7.08588657
          0,           0,        1185,      -5.188279218,       -3.35310753,      -2.759260906,      0.2919233408,      -7.085865948
          0,           0,        1186,      -5.189729766,      -3.357800788,      -2.753270103,       0.290435642,      -7.085845343
          0,           0,        1187,      -5.181909269,       -3.35416531,      -2.749028029,      0.2982851805,       -7.08582517
          0,           0,        1188,      -5.185385419,      -3.352318758,      -2.767360045,      0.2948662888,      -7.085793298
          0,           0,        1189,      -5.185097005,      -3.350645437,      -2.746054408,      0.2951247271,      -7.085770565
          0,           0,        1190,      -5.181352492,       -3.34996104,      -2.749287718,      0.2988503506,      -7.085752371
          0,           0,        1191,      -5.181490149,      -3.349372632,      -2.759823705,      0.2987484595,      -7.085736067
          0,           0,        1192,      -5.187268488,      -3.342241455,      -2.753719968,      0.2929966417,      -7.085702745
          0,           0,        1193,      -5.183284724,      -3.336797138,      -2.743737819,      0.2970168743,      -7.085674701
          0,           0,        1194,      -5.181712032,      -3.339193996,      -2.756324046,      0.2985978235,      -7.085654241
          0,           0,        1195,       -5.18372534,      -3.334556823,      -2.750588944,      0.2965576639,      -7.085635438
          0,           0,        1196,      -5.185505957,      -3.339840081,      -2.751937076,      0.2947277944,      -7.085612187
          0,           0,        1197,      -5.185846381,      -3.342827712,       -2.75495135,      0.2944215099,      -7.085592146
          0,           0,        1198,      -5.180803315,      -3.336482748,      -2.746840385,       0.299458633,      -7.085563601
          0,           0,        1199,      -5.185223758,      -3.334145271,      -2.748213983,      0.2950650722,      -7.085534574
          0,           0,        1200,       -5.18880052,      -3.339873191,      -2.764046036,      0.2914998387,      -7.085507689
          0,           0,        1201,       -5.18352389,      -3.331110385,      -2.744320758,      0.2967744189,      -7.085496642
          0,           0,        1202,      -5.182294934,      -3.334420637,      -2.750174525,       0.297987787,      -7.085474132
          0,           0,        1203,       -5.18730056,      -3.336310159,        -2.7582613,      0.2929747533,       -7.08545125
          0,           0,        1204,      -5.184398629,       -3.33028576,      -2.746582178,      0.2959269345,      -7.085425969
          0,           0,        1205,      -5.185173648,      -3.334459231,      -2.751585577,      0.2951018063,      -7.085404085
          0,           0,        1206,      -5.188173485,      -3.338035526,      -2.760388081,      0.2921175551,      -7.085374888
          0,           0,        1207,      -5.186664874,      -3.334847318,      -2.749296165,        0.29361482,      -7.085352818
          0,           0,        1208,       -5.19064835,      -3.343677071,      -2.752000492,      0.2895977048,       -7.08532349
          0,           0,        1209,      -5.192141517,      -3.347346757,      -2.758949375,      0.2880698866,      -7.085303825
          0,           0,        1210,      -5.187306677,      -3.340900094,      -2.752136916,      0.2929269395,      -7.085284522
          0,           0,        1211,      -5.187649422,      -3.341124552,      -2.750155843,      0.2925628445,      -7.085266323
          0,           0,        1212,      -5.188475239,      -3.349588314,        -2.7628965,      0.2917190635,      -7.085241651
          0,           0,        1213,      -5.187104711,      -3.343740327,      -2.745096803,      0.2930867848,      -7.085210075
          0,           0,        1214,      -5.188025352,      -3.345324778,      -2.753263488,      0.2921902242,      -7.085186796
          0,           0,        1215,      -5.189775282,      -3.354568839,      -2.762180882,      0.2903781455,      -7.085173484
          0,           0,        1216,      -5.188642971,      -3.342816582,      -2.747037272,      0.2915520754,      -7.085154884
          0,           0,        1217,      -5.185886229,      -3.341190739,      -2.750399657,      0.2943451279,      -7.085127492
          0,           0,        1218,       -5.19299218,      -3.346300555,      -2.765401781,      0.2872685473,      -7.085103945
          0,           0,        1219,      -5.188423081,      -3.343224714,      -2.747693725,      0.2918043324,      -7.085084457
          0,           0,        1220,      -5.188208503,      -3.346119247,      -2.752400921,      0.2920100083,      -7.085062798
          0,           0,        1221,       -5.19035538,      -3.356275099,      -2.762192373,      0.2898156937,      -7.085042358
          0,           0,        1222,      -5.187557883,      -3.349877151,      -2.749894975,      0.2926284116,      -7.085013224
          0,           0,        1223,      -5.183581049,      -3.344409368,      -2.750509731,      0.2966635038,      -7.084991213
          0,           0,        1224,       -5.18103918,      -3.340721378,      -2.761570427,      0.2992367558,      -7.084969152
          0,           0,        1225,      -5.184040145,      -3.339742586,      -2.744449335,      0.2961866758,      -7.084946847
          0,           0,        1226,      -5.185625974,      -3.349791638,       -2.75453505,      0.2945769177,      -7.084920618
          0,           0,        1227,      -5.184403371,      -3.348349825,      -2.760774751,      0.2958314332,      -7.084894379
          0,           0,        1228,      -5.182289465,      -3.343080954,      -2.747405255,      0.2979309647,      -7.084864732
          0,           0,        1229,      -5.180474873,      -3.346710159,      -2.746676866,      0.2997258433,       -7.08485267
          0,           0,        1230,      -5.184272183,      -3.354022325,       -2.76664091,      0.2959293002,      -7.084826701
          0,           0,        1231,      -5.183541514,      -3.348391521,      -2.742347204,      0.2966680931,      -7.084801753
          0,           0,        1232,      -5.181684649,       -3.35386841,      -2.754190199,      0.2985210638,      -7.084778609
          0,           0,        1233,      -5.194198217,      -3.355783544,      -2.759386004,      0.2859762829,      -7.084755502
          0,           0,        1234,      -5.192452787,      -3.353057906,      -2.756892516,      0.2877544648,      -7.084727923
          0,           0,        1235,      -5.181045732,      -3.356831983,      -2.751700098,      0.2991834318,      -7.084713038
          0,           0,        1236,      -5.183479815,      -3.361207405,      -2.765258978,      0.2966925256,      -7.084683405
          0,           0,        1237,      -5.189415637,      -3.351211941,      -2.746761359,       0.290745959,      -7.084648854
          0,           0,        1238,      -5.188393511,      -3.364837997,      -2.753873805,      0.2917349024,      -7.084606387
          0,           0,        1239,       -5.18769627,      -3.365353787,      -2.760519203,      0.2924253014,      -7.084582546
          0,           0,        1240,      -5.182599654,      -3.357257498,      -2.748505678,       0.297512633,      -7.084568294
          0,           0,        1241,      -5.185895179,      -3.361399238,        -2.7534711,      0.2942269661,      -7.084551021
          0,           0,        1242,      -5.191087715,      -3.370519455,      -2.766892143,      0.2890144389,      -7.084520657
          0,           0,        1243,      -5.184739438,       -3.36393326,      -2.750048109,      0.2953877933,      -7.084496808
          0,           0,        1244,      -5.179940432,      -3.364418324,       -2.75374848,      0.3001608424,      -7.084474876
          0,           0,        1245,      -5.181535868,      -3.366611246,      -2.763367563,      0.2985545837,      -7.084459317
          0,           0,        1246,       -5.18000397,      -3.365521988,      -2.747848856,      0.3001064736,      -7.084428545
          0,           0,        1247,      -5.179731605,      -3.366022941,      -2.749217575,        0.30038504,       -7.08440179
          0,           0,        1248,      -5.188026614,      -3.373544886,      -2.770350401,      0.2920694925,      -7.084366204
          0,           0,        1249,      -5.183391948,      -3.380367146,      -2.750520206,      0.2966750761,      -7.084344059
          0,           0,        1250,      -5.176260057,      -3.379328751,      -2.750607203,      0.3037984651,      -7.084323385
          0,           0,        1251,      -5.183537624,      -3.368129798,      -2.760397101,      0.2965187537,      -7.084296357
          0,           0,        1252,      -5.181511068,      -3.373930081,        -2.7525741,      0.2985654061,      -7.084258176
          0,           0,        1253,      -5.176831322,      -3.368573154,      -2.750911786,       0.303257318,      -7.084241088
          0,           0,        1254,      -5.181107742,      -3.373755732,      -2.767029864,      0.2989615939,      -7.084216882
          0,           0,        1255,      -5.180869687,      -3.368549772,      -2.748856402,      0.2992132158,      -7.084190784
          0,           0,        1256,      -5.179134249,      -3.376131916,      -2.753761592,      0.3009342381,      -7.084148156
          0,           0,        1257,      -5.179408496,      -3.375394745,       -2.75951722,      0.3006828898,      -7.084121598
          0,           0,        1258,      -5.175596333,      -3.366363009,      -2.748436981,      0.3045186186,      -7.084098697
          0,           0,        1259,      -5.176985763,      -3.366989249,      -2.751679088,      0.3031453232,      -7.084073689
          0,           0,        1260,      -5.180441287,      -3.372388258,      -2.762626357,      0.2996733865,      -7.084039065
          0,           0,        1261,      -5.178309784,      -3.365364118,       -2.74608145,      0.3018129546,      -7.084012498
          0,           0,        1262,       -5.17935737,      -3.371130582,      -2.752931565,      0.3007271262,      -7.083982726
          0,           0,        1263,      -5.181856942,      -3.371914424,      -2.760820563,      0.2982291595,      -7.083960126
          0,           0,        1264,      -5.181547296,      -3.363598756,      -2.748570637,       0.298561596,      -7.083926635
          0,           0,        1265,      -5.178328672,      -3.368023304,      -2.751240659,      0.3017906378,      -7.083900853
          0,           0,        1266,      -5.182325513,      -3.372715786,      -2.761805101,      0.2977665453,      -7.083876822
          0,           0,        1267,      -5.186981812,      -3.367787847,      -2.749903822,      0.2931065182,       -7.08385353
          0,           0,        1268,      -5.187367744,      -3.375187956,      -2.758372046,      0.2927163505,      -7.083825075
          0,           0,        1269,      -5.178941057,      -3.384738028,      -2.764703496,      0.3011871466,      -7.083796272
          0,           0,        1270,      -5.172576726,      -3.375593891,      -2.750051902,      0.3075363393,      -7.083769664
          0,           0,        1271,      -5.172693461,      -3.363282948,      -2.752116353,      0.3074432136,      -7.083756693
          0,           0,        1272,      -5.173579372,      -3.373742617,      -2.758434479,      0.3065318975,      -7.083723279
          0,           0,        1273,      -5.174536699,      -3.371298011,      -2.748333656,      0.3055479622,      -7.083694742
          0,           0,        1274,      -5.174567465,      -3.371822643,      -2.754955242,      0.3055205296,       -7.08367786
          0,           0,        1275,      -5.174474639,      -3.374054451,      -2.761659331,      0.3056437298,      -7.083647403
          0,           0,        1276,      -5.173844349,      -3.370326354,      -2.749467136,      0.3062690721,      -7.083597713
          0,           0,        1277,      -5.174158959,      -3.375801332,      -2.749796927,      0.3059430511,      -7.083576199
          0,           0,        1278,      -5.174738054,      -3.381828516,      -2.763071587,      0.3053518853,      -7.083552472
          0,           0,        1279,      -5.173051762,      -3.374322549,      -2.747279185,      0.3070519809,      -7.083527146
          0,           0,        1280,      -5.169386187,      -3.377451008,      -2.752784909,      0.3107223772,      -7.083495359
          0,           0,        1281,      -5.171283277,      -3.382806165,      -2.757463715,      0.3088169617,      -7.083465059
          0,           0,        1282,      -5.170985761,      -3.381118975,      -2.751041323,      0.3090821375,      -7.083433614
          0,           0,        1283,      -5.170254135,      -3.382421629,      -2.750304403,      0.3098237343,      -7.083406514
          0,           0,        1284,      -5.172410246,      -3.385411888,      -2.759900934,      0.3076555328,        -7.0833724
          0,           0,        1285,      -5.168587549,      -3.380651112,       -2.74599885,      0.3115009951,       -7.08334346
          0,           0,        1286,      -5.167037102,      -3.379626728,      -2.753436751,      0.3130547837,      -7.083309406
          0,           0,        1287,      -5.167296316,      -3.381795877,      -2.759755537,      0.3127934669,      -7.083284969
          0,           0,        1288,      -5.168933891,      -3.378649553,       -2.74593237,      0.3111539725,       -7.08324358
          0,           0,        1289,      -5.169313017,      -3.384305427,      -2.750103512,       0.310777675,      -7.083213522
          0,           0,        1290,      -5.167169747,      -3.385363284,      -2.761633258,      0.3129425308,      -7.083177995
          0,           0,        1291,      -5.167177453,      -3.378454206,      -2.748483318,      0.3129313876,      -7.083150672
          0,           0,        1292,      -5.167122175,      -3.382101176,      -2.749216584,      0.3129826576,      -7.083113779
          0,           0,        1293,      -5.169897921,      -3.382913782,      -2.758638312,      0.3102113137,      -7.083074464
          0,           0,        1294,      -5.169734976,      -3.381727188,      -2.751983378,      0.3103694885,      -7.083019179
          0,           0,        1295,      -5.166953267,      -3.381158688,      -2.751182318,      0.3131390682,      -7.082996244
          0,           0,        1296,      -5.167797715,      -3.384062756,      -2.760248385,      0.3122964382,      -7.082974966
          0,           0,        1297,      -5.167224162,      -3.378014264,      -2.748408751,      0.3128907328,      -7.082944522
          0,           0,        1298,      -5.163901773,      -3.382673533,      -2.753969401,      0.3162201928,      -7.082897062
          0,           0,        1299,      -5.165230206,      -3.383926712,      -2.754421207,      0.3148915349,      -7.082855177
          0,           0,        1300,      -5.165634054,      -3.384609979,      -2.752780439,      0.3144763168,      -7.082806698
          0,           0,        1301,      -5.164484388,      -3.380772187,      -2.748945643,      0.3156300826,      -7.082783342
          0,           0,        1302,      -5.163878416,      -3.383872657,      -2.763105493,      0.3162388801,      -7.082754291
          0,           0,        1303,      -5.164829623,      -3.377722929,      -2.745964904,      0.3152868578,       -7.08271712
          0,           0,        1304,        -5.1652587,      -3.382800129,      -2.750901553,      0.3148486348,      -7.082663254
          0,           0,        1305,      -5.166087995,      -3.384349781,      -2.757807911,      0.3140209733,      -7.082618263
          0,           0,        1306,      -5.164274794,      -3.382406273,      -2.751568869,      0.3158203249,      -7.082578263
          0,           0,        1307,      -5.164493544,      -3.379564872,      -2.747248972,      0.3156132567,      -7.082547161
          0,           0,        1308,       -5.16606701,      -3.382691064,      -2.759791417,      0.3140401826,      -7.082508442
          0,           0,        1309,      -5.166660675,      -3.381139754,      -2.749242316,      0.3134453765,      -7.082461976
          0,           0,        1310,      -5.163453186,      -3.385574239,      -2.750196337,      0.3166380309,      -7.082414081
          0,           0,        1311,      -5.164680715,      -3.383613985,      -2.756308508,      0.3154138355,       -7.08237793
          0,           0,        1312,      -5.165527486,      -3.380984138,      -2.751529279,      0.3145679291,      -7.082336076
          0,           0,        1313,      -5.166066004,      -3.382966246,      -2.747835377,       0.314029965,      -7.082285572
          0,           0,        1314,      -5.165432876,      -3.386800312,      -2.762663738,      0.3146738098,         -7.082229
          0,           0,        1315,      -5.164290622,      -3.375407296,      -2.746449777,      0.3158334833,      -7.082191965
          0,           0,        1316,      -5.166919831,      -3.379065621,      -2.753010822,      0.3131989192,      -7.082150779
          0,           0,        1317,      -5.167076574,      -3.382992364,        -2.7569392,       0.313041739,      -7.082109535
          0,           0,        1318,      -5.163544263,      -3.382300273,      -2.753039148,       0.316572613,      -7.082050598
          0,           0,        1319,      -5.163437877,      -3.380121958,      -2.747555368,      0.3166767855,      -7.082003845
          0,           0,        1320,      -5.164700814,      -3.384839286,      -2.763265706,      0.3154266354,      -7.081957845
          0,           0,        1321,      -5.164565691,      -3.382969007,      -2.747178944,      0.3155461291,      -7.081911777
          0,           0,        1322,      -5.161605513,      -3.385745358,      -2.751446653,      0.3185049849,      -7.081857287
          0,           0,        1323,       -5.16342154,      -3.383936294,      -2.758846769,      0.3166998434,      -7.081805062
          0,           0,        1324,       -5.16428218,      -3.381874953,      -2.752314255,      0.3158291069,      -7.081752142
          0,           0,        1325,      -5.161974959,      -3.385466643,      -2.748782505,      0.3181241586,      -7.081705069
          0,           0,        1326,      -5.161469508,      -3.391869236,      -2.761915961,      0.3186360281,      -7.081644031
          0,           0,        1327,      -5.162552227,      -3.384115805,      -2.750049289,      0.3175598259,      -7.081593235
          0,           0,        1328,      -5.160425512,      -3.387722503,       -2.75026598,      0.3196825379,      -7.081534749
          0,           0,        1329,      -5.161755041,      -3.389787252,      -2.758941973,      0.3183540941,      -7.081481766
          0,           0,        1330,      -5.160185587,       -3.38819267,      -2.753338885,      0.3199208042,      -7.081423051
          0,           0,        1331,      -5.161298877,      -3.384979519,      -2.750069137,       0.318811854,      -7.081363464
          0,           0,        1332,      -5.162136414,      -3.391222205,      -2.760095714,       0.317970717,      -7.081297463
          0,           0,        1333,      -5.159701003,      -3.386124961,      -2.748926009,      0.3204103708,      -7.081245398
          0,           0,        1334,      -5.160447205,      -3.388168756,      -2.753830993,      0.3196567842,      -7.081178132
          0,           0,        1335,      -5.162637266,      -3.391081659,      -2.757914805,      0.3174635094,      -7.081116234
          0,           0,        1336,      -5.160336064,      -3.387047053,      -2.753539299,      0.3197710068,      -7.081052505
          0,           0,        1337,      -5.160580392,      -3.386716859,      -2.747605476,      0.3195356346,      -7.080990668
          0,           0,        1338,      -5.160320163,      -3.394327596,      -2.764177503,       0.319777863,      -7.080927347
          0,           0,        1339,      -5.159309782,      -3.386304477,      -2.747718859,      0.3208012786,      -7.080870616
          0,           0,        1340,      -5.160317072,      -3.388937375,      -2.752592343,       0.319799209,      -7.080796493
          0,           0,        1341,      -5.162045956,      -3.391942056,      -2.757323653,       0.318070949,      -7.080725686
          0,           0,        1342,      -5.160232426,      -3.388851898,       -2.75490356,      0.3198710899,      -7.080663399
          0,           0,        1343,      -5.157684026,       -3.38586828,      -2.747019089,      0.3224215642,      -7.080619464
          0,           0,        1344,      -5.159738218,      -3.391489121,      -2.760035078,      0.3203574533,      -7.080550915
          0,           0,        1345,      -5.160115154,      -3.388628426,      -2.750397884,      0.3199887481,      -7.080481267
          0,           0,        1346,      -5.159538888,      -3.389448176,      -2.753714411,      0.3205609324,      -7.080407047
          0,           0,        1347,      -5.160561194,      -3.391265271,      -2.758901133,      0.3195325049,      -7.080350309
          0,           0,        1348,      -5.159973995,      -3.387015564,      -2.751771463,      0.3201362469,      -7.080288983
          0,           0,        1349,      -5.160149277,      -3.388659631,      -2.749718056,      0.3199465593,      -7.080221601
          0,           0,        1350,      -5.161364549,      -3.394307049,      -2.763276013,      0.3187318015,      -7.080151958
          0,           0,        1351,      -5.160554598,      -3.386605297,      -2.749257744,      0.3195461905,      -7.080087195
          0,           0,        1352,      -5.158698236,      -3.388208397,      -2.753658644,      0.3214076595,      -7.080025097
          0,           0,        1353,      -5.159895108,      -3.392050698,      -2.758437113,      0.3202113107,      -7.079965478
          0,           0,        1354,      -5.159717468,      -3.389600235,      -2.754365584,      0.3203916163,      -7.079901167
          0,           0,        1355,      -5.159031839,      -3.389286924,      -2.748980873,       0.321077026,      -7.079831887
          0,           0,        1356,      -5.160719441,      -3.392186049,      -2.762533076,       0.319389052,       -7.07975788
          0,           0,        1357,      -5.159945125,      -3.386487041,      -2.749928038,       0.320162426,      -7.079701708
          0,           0,        1358,      -5.160165071,      -3.388120432,      -2.755192542,      0.3199385865,        -7.0796416
          0,           0,        1359,      -5.161098229,      -3.390314072,      -2.758276918,      0.3190018802,      -7.079583714
          0,           0,        1360,      -5.158778303,      -3.387243133,      -2.753700527,      0.3213243498,      -7.079525562
          0,           0,        1361,      -5.157591225,      -3.385317649,      -2.750845793,      0.3225137937,      -7.079485042
          0,           0,        1362,      -5.159785218,      -3.390476174,      -2.763541002,      0.3203116109,      -7.079426518
          0,           0,        1363,      -5.159688161,      -3.386939945,       -2.75083609,      0.3204188538,      -7.079369973
          0,           0,        1364,      -5.157924264,      -3.388124492,      -2.752555945,      0.3221872275,      -7.079313866
          0,           0,        1365,      -5.159835049,      -3.389727792,      -2.760021094,      0.3202732831,      -7.079267435
          0,           0,        1366,      -5.159306786,      -3.387142225,      -2.754992536,      0.3208017198,      -7.079215477
          0,           0,        1367,      -5.160125783,      -3.385738065,       -2.75199009,      0.3199927063,      -7.079165006
          0,           0,        1368,      -5.160601151,      -3.389679235,      -2.760710585,      0.3195109325,       -7.07910978
          0,           0,        1369,      -5.159396198,      -3.384845153,      -2.753323646,      0.3207309554,      -7.079078087
          0,           0,        1370,       -5.15998713,      -3.386866479,      -2.755856034,      0.3201287374,      -7.079035975
          0,           0,        1371,       -5.16065671,      -3.387013485,      -2.758143382,      0.3194618118,      -7.078999193
          0,           0,        1372,      -5.160984371,       -3.38712401,      -2.753936803,      0.3191162108,      -7.078950507
          0,           0,        1373,      -5.161111086,      -3.388644292,      -2.752307829,      0.3189871257,      -7.078910877
          0,           0,        1374,      -5.161776065,      -3.390793206,      -2.763854463,      0.3183275143,      -7.078871091
          0,           0,        1375,        -5.1595735,      -3.384941841,      -2.750550267,      0.3205394376,      -7.078840466
          0,           0,        1376,      -5.159458085,      -3.387487135,      -2.753540231,      0.3206496473,      -7.078802528
          0,           0,        1377,      -5.161384489,      -3.388131228,      -2.758796496,      0.3187170375,      -7.078766494
          0,           0,        1378,      -5.161862352,      -3.385729765,      -2.757845788,      0.3182389656,      -7.078726446
          0,           0,        1379,      -5.160789825,      -3.386078538,      -2.751413263,      0.3193021115,      -7.078712481
          0,           0,        1380,      -5.160777486,      -3.384665288,      -2.758748184,      0.3193254396,      -7.078679026
          0,           0,        1381,      -5.159750231,      -3.382632913,      -2.752264472,      0.3203505937,      -7.078651575
          0,           0,        1382,      -5.161836145,      -3.387250866,      -2.757974157,      0.3182574635,      -7.078614721
          0,           0,        1383,      -5.162730815,      -3.387626411,      -2.756670434,      0.3173552878,      -7.078592201
          0,           0,        1384,       -5.16129056,      -3.384448871,       -2.75508756,      0.3187986828,      -7.078561415
          0,           0,        1385,      -5.161078548,      -3.383243697,      -2.755358046,      0.3190150766,       -7.07854479
          0,           0,        1386,      -5.160633292,       -3.38542059,      -2.761611468,      0.3194684321,      -7.078508687
          0,           0,        1387,      -5.160712971,      -3.382902271,      -2.752697844,      0.3193883937,       -7.07848121
          0,           0,        1388,      -5.161640417,      -3.385298425,      -2.755441584,       0.318466755,      -7.078438189
          0,           0,        1389,      -5.160874676,      -3.385443077,      -2.759005195,      0.3192131258,      -7.078418975
          0,           0,        1390,      -5.159213179,      -3.383856351,      -2.756697329,      0.3208763858,      -7.078377719
          0,           0,        1391,      -5.159447437,      -3.383592606,      -2.753078164,      0.3206425287,       -7.07833888
          0,           0,        1392,      -5.160240484,      -3.384131397,      -2.759571543,      0.3198385158,      -7.078291817
          0,           0,        1393,       -5.16092999,      -3.383150318,      -2.754481516,      0.3191586666,      -7.078248299
          0,           0,        1394,      -5.158641634,      -3.384729992,      -2.759609882,      0.3214392015,      -7.078192786
          0,           0,        1395,      -5.160102535,       -3.38158006,      -2.756090799,      0.3199984011,      -7.078139045
          0,           0,        1396,      -5.160056335,      -3.383417918,      -2.756594536,      0.3200415734,      -7.078061805
          0,           0,        1397,      -5.158758127,      -3.382867543,       -2.75624741,      0.3213550363,      -7.077990637
          0,           0,        1398,      -5.158164642,      -3.382632035,      -2.760196636,      0.3219469334,       -7.07790204
          0,           0,        1399,      -5.157780154,       -3.38224745,      -2.753610321,      0.3223192135,      -7.077809508
          0,           0,        1400,       -5.15675571,      -3.382920348,      -2.757420431,      0.3233577377,      -7.077701649
          0,           0,        1401,      -5.157775599,      -3.381832743,       -2.75889215,      0.3223376532,      -7.077582219
          0,           0,        1402,      -5.157242233,       -3.38364263,      -2.758234289,       0.322875359,      -7.077435489
          0,           0,        1403,      -5.156443673,      -3.381035788,      -2.753855726,      0.3236801791,      -7.077295003
          0,           0,        1404,      -5.156816473,      -3.380443235,      -2.759047815,      0.3233117233,      -7.077133202
          0,           0,        1405,      -5.156533539,       -3.38086013,      -2.754466644,      0.3235836867,      -7.076958819
          0,           0,        1406,      -5.156419036,      -3.382385924,      -2.760039696,      0.3237083326,      -7.076752196
          0,           0,        1407,       -5.15615666,      -3.379861602,      -2.755203745,      0.3239794617,      -7.076525226
          0,           0,        1408,      -5.156288143,      -3.378230386,      -2.757161299,      0.3238515582,      -7.076272639
          0,           0,        1409,      -5.155734271,      -3.375668473,      -2.753867772,      0.3244150403,      -7.076024005
          0,           0,        1410,       -5.15704742,      -3.378459445,      -2.761284298,      0.3230872049,      -7.075738289
          0,           0,        1411,      -5.157309634,      -3.378592543,      -2.752917452,      0.3228152773,      -7.075427454
          0,           0,        1412,      -5.156375047,      -3.380986952,      -2.756981276,       0.323746805,      -7.075077076
          0,           0,        1413,      -5.155258059,      -3.377772727,      -2.757538788,      0.3248775421,       -7.07469936
          0,           0,        1414,      -5.157135185,      -3.376925143,      -2.758661084,       0.322995837,      -7.074288328
          0,           0,        1415,      -5.157767822,      -3.378487587,      -2.755268544,      0.3223597964,      -7.073859503
          0,           0,        1416,      -5.157345727,      -3.380348796,      -2.757997935,      0.3227809543,      -7.073387545
          0,           0,        1417,      -5.157421593,      -3.378528992,      -2.757661739,      0.3227139909,      -7.072875489
          0,           0,        1418,      -5.155412603,      -3.376975716,      -2.759663014,      0.3247282893,      -7.072326522
          0,           0,        1419,      -5.155564041,      -3.373940542,       -2.75728916,      0.3245810073,      -7.071751294
          0,           0,        1420,       -5.15580944,      -3.376622665,      -2.756908014,      0.3243267719,      -7.071126825
          0,           0,        1421,      -5.155170375,      -3.378959371,      -2.757482699,      0.3249601012,      -7.070453792
          0,           0,        1422,      -5.155086951,      -3.379335416,      -2.761841953,      0.3250497557,      -7.069726374
          0,           0,        1423,       -5.15491473,      -3.377104186,       -2.75500182,      0.3252289029,      -7.068968979
          0,           0,        1424,      -5.154269612,      -3.379566648,      -2.758875758,      0.3258773623,      -7.068157775
          0,           0,        1425,      -5.154586254,      -3.379334055,      -2.756479158,       0.325547292,      -7.067289237
          0,           0,        1426,      -5.155063094,      -3.381841147,      -2.761210368,      0.3250566686,      -7.066370133
          0,           0,        1427,      -5.154628649,      -3.379793909,      -2.754933472,       0.325504777,      -7.065405787
          0,           0,        1428,      -5.154695312,      -3.380686147,      -2.759582303,      0.3254271473,      -7.064381606
          0,           0,        1429,      -5.155890058,      -3.380016301,      -2.756692049,      0.3242343589,      -7.063300571
          0,           0,        1430,      -5.156484646,      -3.381382595,      -2.760798764,      0.3236444397,      -7.062159549
          0,           0,        1431,      -5.155876784,      -3.375388423,      -2.755897035,      0.3242644057,      -7.060979356
          0,           0,        1432,       -5.15609013,      -3.379076233,      -2.757231954,      0.3240418538,      -7.059727668
          0,           0,        1433,      -5.157147787,      -3.380814132,      -2.756984672,      0.3229876295,      -7.058415238
          0,           0,        1434,      -5.157205098,      -3.377992197,      -2.760676303,      0.3229402328,      -7.057032377
          0,           0,        1435,      -5.155201735,      -3.375423365,      -2.756533568,      0.3249470759,      -7.055601681
          0,           0,        1436,      -5.155416907,      -3.377357171,      -2.755584859,      0.3247191211,      -7.054107834
          0,           0,        1437,      -5.158165675,      -3.379990054,      -2.758763909,      0.3219619756,      -7.052551444
          0,           0,        1438,      -5.156902695,      -3.382256801,      -2.759820531,      0.3232268449,      -7.050930507
          0,           0,        1439,       -5.15382922,      -3.380256092,      -2.756316855,      0.3263055235,      -7.049262853
          0,           0,        1440,      -5.155924921,      -3.377379008,      -2.757377025,      0.3242137091,       -7.04752042
          0,           0,        1441,      -5.156813746,       -3.37971463,      -2.757387053,      0.3233261746,      -7.045716206
          0,           0,        1442,      -5.157046973,      -3.381025202,      -2.759586285,      0.3230917262,      -7.043840665
          0,           0,        1443,      -5.155502689,      -3.375874792,      -2.755659084,      0.3246536143,      -7.041914322
          0,           0,        1444,      -5.157158862,      -3.370316387,      -2.757137891,      0.3230082392,      -7.039919173
          0,           0,        1445,      -5.157695784,      -3.370009496,       -2.75603878,      0.3224728034,        -7.0378671
          0,           0,        1446,      -5.158527451,       -3.36745215,      -2.762127385,      0.3216463659,      -7.035748978
